id,Skewness,Mean,SemiVar,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
17,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
17,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
17,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
17,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
17,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
17,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
17,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
17,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
17,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
13,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
28,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
7,-0.000024,0.134537,0.001975,0.066956,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084383,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088870,0.000000,0.058577,0.098265,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051463
